,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
894,7997-eassd,female,no,yes,no,63,yes,yes,fiber_optic,no,no,no,yes,no,no,one_year,yes,credit_card_(automatic),81.2,4965.1,0
3650,5699-bncas,male,yes,no,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,24.65,1766.75,0
4726,2192-ckrlv,female,no,yes,no,72,no,no_phone_service,dsl,yes,yes,yes,no,no,yes,two_year,yes,electronic_check,49.2,3580.95,0
6298,7356-iwlfw,male,no,yes,yes,46,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),80.0,3769.7,0
646,0887-hjgar,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,45.7,45.7,1
2186,5970-ghjaw,male,no,yes,yes,46,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.95,862.4,0
3854,0237-yfutl,female,no,yes,no,50,yes,yes,fiber_optic,yes,yes,no,yes,yes,yes,month-to-month,yes,bank_transfer_(automatic),109.65,5405.8,0
3100,7271-ajdtl,female,no,yes,no,55,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,credit_card_(automatic),94.45,5073.1,0
6971,7240-fqlhe,female,yes,yes,no,18,yes,yes,fiber_optic,no,no,no,yes,yes,yes,month-to-month,no,bank_transfer_(automatic),99.75,1836.25,1
5131,5980-noplp,female,no,yes,no,44,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,96.1,4364.1,1
6232,9681-oxgvc,female,no,no,no,5,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,100.5,514.0,1
3913,8749-tzyec,male,no,yes,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),24.8,1874.3,0
1650,3049-ndxfl,female,no,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,no,mailed_check,85.8,85.8,1
680,1448-pwkye,male,no,yes,yes,1,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,no,electronic_check,80.0,80.0,1
2320,1187-wilmm,male,no,yes,yes,63,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),89.4,5597.65,0
2776,7503-qqrvf,male,yes,yes,no,16,yes,no,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,credit_card_(automatic),74.3,1178.25,1
1296,6729-gdngc,female,yes,no,no,20,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,no,bank_transfer_(automatic),80.7,1614.2,0
6590,1031-iideo,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.85,70.85,1
4872,8125-qpfjd,female,no,yes,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),84.9,6065.3,0
518,0257-zesqc,female,yes,yes,no,27,yes,no,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),75.2,1929.35,1
4436,3639-xjhkq,female,no,no,yes,19,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,yes,electronic_check,60.6,1297.8,0
6597,9210-iahgh,female,no,no,no,7,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),70.75,450.8,1
3826,3213-vvolg,male,no,yes,yes,0,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.35,0.0,0
3762,0430-ihcdj,male,no,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,49.0,749.25,0
1448,2958-nhpps,male,no,no,no,23,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,electronic_check,20.85,473.9,0
2688,1569-ttnyj,male,no,yes,no,5,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,78.75,412.1,1
6668,2832-kjcrd,female,no,no,no,38,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic_check,103.65,3988.5,0
4999,1699-tldlz,female,no,yes,yes,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.7,301.55,0
3774,1309-xgfsn,male,yes,yes,yes,52,yes,yes,dsl,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,80.85,4079.55,0
6721,6898-rbtlu,female,no,yes,yes,49,yes,yes,dsl,no,yes,no,yes,yes,yes,two_year,no,bank_transfer_(automatic),79.3,3902.45,0
4740,2778-oclgr,male,yes,yes,no,24,no,no_phone_service,dsl,yes,no,no,no,no,yes,month-to-month,no,bank_transfer_(automatic),39.1,971.3,1
1796,2474-lcnue,female,no,yes,no,23,yes,yes,dsl,no,no,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),73.65,1642.75,0
3803,2533-qvmsk,male,no,yes,no,61,yes,yes,fiber_optic,no,yes,no,yes,yes,no,two_year,yes,electronic_check,94.1,5638.3,1
2247,0362-raoqo,female,no,no,no,40,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.65,830.25,0
3721,2839-rfsqe,female,no,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.65,38.7,1
4698,8166-zztfs,female,yes,yes,no,66,yes,yes,dsl,no,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),80.55,5265.1,1
2361,5103-mhmhy,female,no,no,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,45.95,45.95,1
4528,9688-ygxvr,female,no,no,no,44,yes,no,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,credit_card_(automatic),88.15,3973.2,0
3530,1703-mgiab,female,no,no,no,17,yes,yes,dsl,no,no,yes,yes,yes,no,month-to-month,yes,mailed_check,69.0,1108.0,0
6148,8990-yozlv,female,no,no,no,69,yes,yes,dsl,yes,yes,no,yes,no,no,two_year,yes,mailed_check,66.9,4577.9,0
16,8191-xwszg,female,no,no,no,52,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.65,1022.95,0
3882,9348-yvomk,male,no,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),44.8,176.2,0
6656,4779-zgick,male,no,yes,yes,48,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,23.55,1173.35,0
5333,3143-jqegi,female,no,yes,yes,13,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,no,electronic_check,88.35,1222.8,1
2237,2212-lyask,male,no,yes,yes,27,no,no_phone_service,dsl,no,yes,yes,no,no,yes,one_year,yes,credit_card_(automatic),45.85,1246.4,0
6981,5568-dmxzs,female,no,no,no,8,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,yes,electronic_check,65.45,554.45,0
1061,4829-zljtk,female,yes,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,electronic_check,112.4,8046.85,0
2067,4832-vrbmr,male,yes,yes,no,65,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),103.15,6792.45,0
6757,5294-cdgwy,male,no,yes,yes,51,no,no_phone_service,dsl,yes,yes,yes,no,yes,yes,one_year,no,electronic_check,59.3,3014.65,1
2605,1790-nesio,female,no,no,no,13,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,20.4,261.3,0
1859,4143-hhpmk,male,no,no,no,52,yes,no,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,85.35,4338.6,1
190,7100-fqprv,male,no,yes,yes,43,yes,yes,dsl,yes,no,no,yes,no,yes,one_year,yes,credit_card_(automatic),71.9,3173.35,0
484,5949-xikae,female,no,yes,yes,8,yes,no,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,electronic_check,83.55,680.05,1
6414,3472-qprch,male,no,yes,yes,40,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.25,1006.9,0
6117,3308-dghkl,male,no,no,no,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),19.3,1447.9,0
5601,2877-vduer,female,no,yes,yes,35,no,no_phone_service,dsl,no,no,no,yes,yes,no,one_year,no,mailed_check,40.9,1383.6,0
1370,7596-iiwyc,female,no,no,no,27,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),20.25,538.2,0
4009,4006-hkyho,male,no,no,no,63,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),86.7,5309.5,0
5833,4976-lnfvv,male,yes,yes,no,19,no,no_phone_service,dsl,no,yes,yes,no,no,no,month-to-month,yes,credit_card_(automatic),34.3,577.15,0
3645,1991-vopll,female,no,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.05,157.65,0
2600,2262-slnvk,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,electronic_check,70.1,70.1,0
2397,3722-wpxtk,male,no,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,88.35,88.35,1
4406,3714-xpxbw,female,no,no,no,37,yes,yes,dsl,yes,yes,yes,yes,yes,no,month-to-month,yes,credit_card_(automatic),78.9,2976.95,0
110,0486-heczi,male,no,yes,no,55,yes,yes,fiber_optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic_check,96.75,5238.9,1
1055,3486-npgst,female,no,no,no,36,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.55,620.75,0
5366,8232-ctlko,female,no,yes,yes,66,yes,no,dsl,yes,no,no,no,yes,no,two_year,yes,electronic_check,59.75,3996.8,0
5548,4589-iuajb,male,no,yes,no,70,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),24.25,1724.15,0
6467,9494-mrnyx,male,no,no,no,10,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,no,electronic_check,75.05,786.3,0
1601,2927-qrrqv,male,no,yes,no,46,yes,yes,fiber_optic,no,yes,yes,no,yes,no,one_year,yes,electronic_check,94.65,4312.5,0
232,8937-rdthp,male,no,no,no,1,yes,no,fiber_optic,yes,no,no,no,no,yes,month-to-month,yes,mailed_check,84.6,84.6,1
1248,7321-pkuyw,female,no,no,no,11,yes,yes,fiber_optic,no,no,no,yes,yes,no,month-to-month,no,electronic_check,90.15,987.95,1
6181,4937-qpzpo,male,no,yes,yes,61,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,electronic_check,99.9,6241.35,0
1840,6990-ynrio,male,no,yes,yes,65,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),108.65,6937.95,1
5032,5429-lwcmv,female,no,no,no,12,yes,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,89.15,1057.55,0
3735,3489-hhpfy,female,no,yes,no,2,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,84.05,134.05,0
1914,5356-csvsq,female,no,no,no,3,yes,yes,dsl,no,no,no,yes,yes,no,month-to-month,no,electronic_check,64.6,174.2,0
6998,0928-xutsn,female,no,no,no,13,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,80.5,1011.8,0
4614,4732-rrjzc,male,no,yes,yes,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.25,144.35,0
4624,0325-xbfac,male,no,no,no,8,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,94.7,740.3,1
3121,8679-joevf,female,yes,no,no,16,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,no,electronic_check,59.4,1023.9,1
933,4750-zrxiu,female,yes,no,no,4,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,84.6,360.1,1
1045,3524-wqdsg,female,no,yes,yes,43,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),99.3,4209.95,0
5140,7577-swifr,male,no,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,89.25,89.25,0
3836,6872-hxfnf,female,no,yes,no,64,yes,yes,dsl,no,no,yes,yes,no,no,one_year,no,bank_transfer_(automatic),58.35,3756.45,0
2450,7602-mvrmb,female,no,yes,yes,72,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),110.45,8058.85,0
37,6572-adkrs,female,no,no,no,46,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,credit_card_(automatic),74.8,3548.3,0
1560,7338-eriva,male,no,no,yes,39,no,no_phone_service,dsl,yes,no,no,yes,yes,no,one_year,no,bank_transfer_(automatic),45.05,1790.6,0
12,8091-ttvax,male,no,yes,no,58,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,no,credit_card_(automatic),100.35,5681.1,0
2867,7244-kxyzn,female,no,no,no,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.45,527.35,0
5900,0117-lfrmw,male,no,yes,yes,37,no,no_phone_service,dsl,yes,yes,yes,no,no,no,month-to-month,no,bank_transfer_(automatic),40.2,1448.8,1
1387,7684-xsziy,male,no,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),24.3,1643.25,0
597,5172-migpm,male,no,no,no,4,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,no,mailed_check,65.55,237.2,0
4424,4729-xkasr,male,no,no,yes,1,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,24.75,24.75,1
2740,0415-mosgf,female,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,44.4,44.4,1
2692,5445-glvot,female,no,no,no,22,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic_check,49.8,1049.05,0
4503,9658-wyufb,female,no,no,no,17,yes,yes,fiber_optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic_check,94.4,1617.5,1
1021,3422-wjoyd,male,no,yes,no,28,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,mailed_check,54.35,1426.45,0
836,8184-wmofi,male,no,yes,yes,62,yes,no,dsl,yes,no,yes,yes,no,yes,one_year,no,credit_card_(automatic),71.4,4487.3,0
2520,5788-ypoeg,female,no,yes,yes,34,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,no,mailed_check,84.75,2839.45,0
2746,5480-xtffl,female,no,yes,yes,31,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,21.0,697.7,0
6960,4690-pkdqg,female,yes,yes,no,42,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic_check,95.55,3930.6,0
5955,7169-ywamk,male,no,yes,yes,72,yes,no,dsl,yes,yes,no,yes,yes,no,two_year,no,bank_transfer_(automatic),68.4,4855.35,0
5459,2657-vpxta,female,no,yes,yes,10,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,88.85,929.45,0
5975,1522-vvdmg,male,no,yes,yes,7,yes,no,fiber_optic,no,yes,no,yes,yes,no,month-to-month,yes,electronic_check,89.75,608.8,1
2723,1866-zsljm,male,no,no,no,21,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),20.5,402.85,0
6047,0708-lgsmf,male,no,yes,no,13,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,yes,electronic_check,65.85,902.25,0
1963,7967-hycde,male,no,no,no,8,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),70.7,553.4,0
6770,3855-oncar,female,no,yes,yes,4,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,mailed_check,78.9,299.75,0
104,3192-nqeca,male,no,yes,no,68,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),110.0,7611.85,1
1764,3902-mivle,male,no,yes,yes,63,yes,yes,dsl,yes,no,yes,yes,no,yes,two_year,no,mailed_check,75.7,4676.7,0
4521,8671-kkkos,female,no,yes,no,46,no,no_phone_service,dsl,yes,yes,no,no,yes,no,month-to-month,no,electronic_check,45.55,2062.15,0
1134,2208-nqbct,female,no,yes,yes,26,yes,no,fiber_optic,yes,yes,no,no,no,no,month-to-month,no,electronic_check,81.95,2070.05,0
1268,2408-tzmjl,male,no,yes,no,59,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,electronic_check,110.15,6448.05,1
3073,5762-tjxgk,female,no,no,no,52,no,no_phone_service,dsl,yes,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),58.75,3038.55,0
5477,2725-ttriq,female,no,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),84.2,5986.55,0
516,3482-abpkk,female,no,no,no,28,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,mailed_check,54.3,1546.3,0
2860,2452-kdrrh,male,yes,no,no,67,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),101.4,6841.05,0
926,7074-ievoj,female,yes,no,no,3,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,79.4,205.05,1
2932,7740-btpux,male,yes,yes,no,55,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,113.6,6292.7,0
2751,7909-fioiy,female,no,yes,yes,19,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,24.85,434.8,0
5468,6437-ukhmv,female,no,no,no,7,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,79.7,586.05,1
5968,9033-eoxwv,female,no,no,no,12,yes,yes,dsl,no,no,no,yes,yes,yes,one_year,no,mailed_check,74.05,872.65,1
6727,0749-irgqe,female,yes,yes,no,13,no,no_phone_service,dsl,no,no,no,no,yes,yes,month-to-month,no,electronic_check,45.3,528.45,0
4683,9360-omdzz,male,no,no,no,24,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,94.1,2322.85,0
4331,5743-khmna,male,no,no,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),25.55,1898.1,0
4580,0825-cppqh,female,no,yes,no,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.1,1372.45,0
4479,5075-jsdki,female,no,no,no,59,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,electronic_check,24.45,1493.1,0
3290,7075-bndvq,female,no,no,no,4,no,no_phone_service,dsl,yes,no,yes,no,no,no,month-to-month,no,mailed_check,35.0,135.75,0
4911,8565-wuxzu,male,yes,yes,no,72,yes,no,fiber_optic,yes,yes,no,yes,no,no,two_year,yes,credit_card_(automatic),84.8,6141.65,0
3198,8564-ldkfl,male,no,yes,no,40,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),106.0,4178.65,0
1966,3723-bfbgr,male,yes,no,no,24,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit_card_(automatic),54.8,1291.3,0
5511,6586-mygkd,male,no,yes,no,70,yes,yes,dsl,yes,no,no,yes,yes,yes,two_year,yes,credit_card_(automatic),76.95,5289.8,0
4306,2931-svltv,male,no,yes,yes,40,yes,yes,fiber_optic,yes,yes,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),110.1,4469.1,0
4224,7602-dbtou,female,no,yes,no,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.6,1416.5,0
6569,2229-dpmbi,female,no,yes,yes,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.5,162.15,0
2755,5468-bpmmo,male,no,yes,no,46,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,electronic_check,19.6,851.2,0
678,5760-ifjoz,male,no,no,no,3,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,no,mailed_check,107.95,313.6,0
6215,2446-beggb,female,yes,no,no,6,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,98.25,560.6,1
7002,9586-jgqkh,female,no,yes,no,64,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,two_year,yes,bank_transfer_(automatic),105.4,6794.75,0
1951,8735-ijjeg,male,no,yes,no,14,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,credit_card_(automatic),50.2,668.85,0
165,6345-fzoqh,male,no,yes,no,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.9,1363.45,0
3822,6137-nicco,female,no,yes,yes,6,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,mailed_check,94.05,518.75,0
3832,4626-ozdtj,female,no,yes,no,51,yes,yes,dsl,no,yes,no,yes,yes,yes,one_year,yes,credit_card_(automatic),78.65,3950.85,0
